name,surname,age,zip,bank,disease
Sandro,Fibonacci,18,16942,508845,colera
Napoleone,Pennetta,12,16683,527009,covid-19
Bernardo,Ludovisi,74,16501,862509,influenza
Augusto,Zabarella,54,16390,426377,polmonite
Cristina,Passalacqua,40,16045,209278,ebola
Lazzaro,Farinelli,43,16398,641356,tubercolosi
Leonardo,Paltrinieri,70,16535,451879,tubercolosi
Patrizia,Gigli,78,16558,753380,influenza
Napoleone,Telesio,42,16707,605826,tubercolosi
Claudio,Curci,35,16577,598300,malaria
Giuliana,Bongiorno,18,16893,666157,covid-19
Ubaldo,Montesano,1,16260,496419,niente
Angelina,Pietrangeli,26,16065,913482,ebola
Cesare,Odescalchi,60,16771,131061,colera
Paride,Lucarelli,45,16772,271318,ebola
Luciana,Giorgetti,4,16321,885423,colera
Lucrezia,Cristoforetti,74,16782,163760,polmonite
Tatiana,Liguori,23,16278,102228,ebola
Alberico,Maggioli,17,16606,411853,colera
Ugolino,Spinola,41,16611,390628,influenza
Giada,Lippomano,26,16080,99623,tubercolosi
Germana,Bacosi,62,16429,457088,ebola
Silvestro,Soprano,11,16038,773016,polmonite
Marta,Musatti,11,16648,895779,covid-19
Romolo,Guglielmi,95,16075,352253,colera
Pier,Babbo,92,16730,304634,influenza
Veronica,Meucci,37,16807,834668,niente
Giuseppina,Gentili,72,16408,546525,polmonite
Michele,Anichini,23,16556,592328,influenza
Bernardo,Bossi,65,16416,275390,ebola
Annunziata,Napolitano,9,16410,730202,influenza
Rembrandt,Filippini,76,16931,638240,colera
Elena,Angeli,97,16025,778717,tifo
Ippazio,Tartaglia,65,16836,553401,polmonite
Salvatore,Leoncavallo,22,16806,111754,niente
Agnolo,Bettin,42,16690,286595,malaria
Adelasia,Ferrari,26,16537,240158,niente
Maura,Zichichi,26,16601,752368,ebola
Milena,Orsini,30,16944,426441,covid-19
Tonino,Piazzi,42,16769,268557,malaria
Marco,Pizzamano,46,16949,221473,colera
Mariana,Cherubini,39,16363,205294,malaria
Pierangelo,Bosurgi,3,16563,251873,tubercolosi
Giosuè,Maderno,86,16106,465657,polmonite
Mattia,Respighi,41,16704,16405,tifo
Romolo,Antelami,27,16738,663394,tifo
Gilberto,Interiano,30,16019,658230,influenza
Sonia,Pincherle,87,16333,285715,malaria
Viridiana,Traetta,34,16736,470509,colera
Silvia,Roero,91,16920,239459,tifo
Ugolino,Nibali,48,16911,255586,covid-19
Angelina,Borroni,98,16996,447187,tubercolosi
Telemaco,Muti,57,16256,818900,influenza
Pierluigi,Salieri,77,16212,497617,colera
Annetta,Ferrante,71,16239,160660,covid-19
Sante,Longhena,7,16315,772039,malaria
Ansaldo,Lopresti,80,16773,349651,polmonite
Rossana,Pepe,88,16986,863726,tifo
Massimiliano,Broggini,90,16740,159743,colera
Gianpietro,Panzera,52,16257,725582,ebola
Rita,Broggini,41,16050,994864,covid-19
Gianmarco,Gussoni,95,16098,435110,tifo
Silvestro,Fanucci,77,16329,702796,colera
Tina,Pisacane,50,16315,404644,polmonite
Ermenegildo,Serraglio,74,16909,607879,ebola
Mario,Burcardo,12,16097,734634,polmonite
Roberta,Mascheroni,33,16241,50927,colera
Riccardo,Migliaccio,79,16066,296769,niente
Paride,Pezzali,54,16519,896516,malaria
Enrico,Sobrero,73,16806,563030,colera
Napoleone,Marazzi,40,16603,968803,influenza
Jacopo,Ricci,42,16647,605671,polmonite
Pellegrino,Zarlino,61,16599,545226,influenza
Ferdinando,Beccaria,70,16462,930746,tifo
Sandro,Paruta,15,16185,180413,colera
Carlo,Donà,34,16355,999479,colera
Giustino,Calgari,2,16361,990247,covid-19
Eraldo,Moneta,76,16359,283342,tubercolosi
Fiorenzo,Toldo,59,16987,30974,influenza
Letizia,Sollima,76,16044,112770,malaria
Alina,Dossi,82,16037,791845,influenza
Caterina,Ricciardi,38,16385,515665,ebola
Erika,Camilleri,15,16678,792595,influenza
Guglielmo,Manunta,31,16373,368082,tubercolosi
Evangelista,Gagliardi,52,16109,856303,tubercolosi
Emma,Pezzali,20,16424,254324,tifo
Virgilio,Torlonia,25,16564,119083,niente
Oreste,Ferraris,49,16353,188558,malaria
Graziano,Panicucci,60,16797,986735,colera
Giovanna,Sorrentino,70,16655,617197,tifo
Temistocle,Muratori,15,16521,396415,polmonite
Antonio,Vidoni,1,16210,497744,tubercolosi
Marco,Bottaro,69,16797,305226,influenza
Durante,Odescalchi,91,16872,562231,tifo
Massimo,Mazzacurati,49,16001,121992,colera
Morena,Sismondi,27,16732,320549,tifo
Carmelo,Trotta,17,16524,967214,colera
Pina,Combi,95,16462,929462,covid-19
Angelo,Burcardo,74,16860,172732,ebola
Rolando,Zoppetto,1,16249,653338,covid-19
Maurilio,Polani,20,16718,746972,influenza
Vincentio,Cassarà,73,16767,562641,polmonite
Biagio,Maglio,45,16883,824521,colera
Beppe,Tolentino,25,16311,557405,colera
Luisa,Sbarbaro,13,16239,287247,influenza
Gino,Abatantuono,14,16975,53997,niente
Agostino,Soffici,47,16587,578024,colera
Paolo,Filogamo,72,16238,747487,influenza
Pier,Mimun,63,16792,970484,ebola
Susanna,Carullo,49,16057,733720,niente
Dionigi,Curiel,53,16145,164488,polmonite
Temistocle,Stradivari,68,16569,56195,influenza
Ettore,Giusti,27,16177,542866,niente
Emma,Morgagni,63,16883,476627,malaria
Imelda,Zacchia,18,16369,324630,colera
Veronica,Mastroianni,43,16998,90673,influenza
Riccardo,Palmisano,95,16777,13920,influenza
Alberico,Fornaciari,35,16977,255795,malaria
Leone,Dulbecco,94,16978,121072,niente
Ramona,Leblanc,39,16289,622003,tifo
Morena,Querini,77,16794,42350,polmonite
Annunziata,Giannone,90,16670,512701,niente
Lamberto,Pacelli,47,16057,210514,tifo
Giuseppina,Donarelli,7,16805,46319,influenza
Liberto,Lollobrigida,73,16469,633500,polmonite
Torquato,Fusani,10,16130,700503,polmonite
Silvio,Dossetti,87,16653,751646,colera
Barbara,Legnante,57,16518,188608,malaria
Micheletto,Cavanna,22,16915,466453,niente
Ubaldo,Venditti,70,16111,546021,malaria
Arnulfo,Bazzi,45,16967,331360,malaria
Germana,Ferrucci,87,16202,954123,colera
Cipriano,Pacelli,74,16244,329117,tifo
Giancarlo,Antonini,9,16362,910713,ebola
Gianna,Biagiotti,39,16187,115174,polmonite
Fiamma,Rienzo,61,16277,45732,colera
Leonardo,Turchetta,48,16060,63554,malaria
Valerio,Ajello,1,16731,518214,tubercolosi
Michele,Nibali,65,16406,657533,polmonite
Nadia,Trentini,15,16395,427139,ebola
Raffaele,Bombieri,73,16989,318579,colera
Marina,Vianello,47,16116,684323,colera
Diana,Ossani,8,16076,594272,niente
Ramona,Cammarata,31,16398,521658,polmonite
Silvia,Pozzecco,73,16603,873926,covid-19
Lisa,Filippelli,41,16817,914032,tifo
Melissa,Chinnici,29,16374,469878,polmonite
Rosaria,Cainero,58,16297,679576,tubercolosi
Orazio,Casini,12,16409,360254,colera
Sylvia,Leonetti,33,16140,779931,malaria
Fedele,Alfonsi,38,16095,693216,malaria
Imelda,Palmisano,89,16132,114798,niente
Renzo,Botta,12,16658,811880,polmonite
Marcella,Lucciano,52,16867,237640,covid-19
Silvio,Ammaniti,22,16335,316056,influenza
Ronaldo,Mondadori,45,16826,50521,influenza
Stefani,Tolentino,71,16414,609869,polmonite
Greca,Cristoforetti,25,16357,214273,polmonite
Raffaella,Ortese,12,16647,111308,tifo
Massimiliano,Bocca,49,16181,80290,colera
Carlo,Toselli,73,16656,796302,tifo
Aldo,Capuana,83,16319,724111,polmonite
Teresa,Sanudo,56,16249,763017,ebola
Orazio,Oliboni,36,16545,561307,malaria
Iolanda,Cendron,73,16460,62034,niente
Letizia,Antonucci,17,16147,619325,covid-19
Santino,Moneta,70,16298,236013,niente
Luigina,Missoni,91,16812,121720,influenza
Mercedes,Zoppetti,27,16655,38232,ebola
Marissa,Musatti,37,16002,582096,influenza
Camilla,Vergerio,53,16293,157590,polmonite
Gabriele,Rosselli,45,16186,853267,polmonite
Durante,Rismondo,26,16306,245918,tubercolosi
Lara,Dulbecco,96,16410,358480,niente
Torquato,Montanariello,29,16874,202492,influenza
Annunziata,Soranzo,63,16683,358567,tifo
Adriano,Scandone,62,16186,91540,covid-19
Massimo,Nitti,11,16509,922241,colera
Pina,Foscari,43,16786,891359,covid-19
Anita,Trupiano,90,16005,535819,niente
Fabrizia,Civaschi,58,16193,124004,tubercolosi
Irma,Gentili,17,16645,139057,tifo
Carlo,Luciani,18,16366,851610,tubercolosi
Gianni,Leoncavallo,91,16492,443911,influenza
Alfredo,Onisto,83,16672,752779,tifo
Sylvia,Simeoni,64,16058,253261,ebola
Maurilio,Donatoni,1,16769,891315,influenza
Ricciotti,Busoni,15,16883,207747,influenza
Antonina,Tamborini,23,16479,659770,malaria
Caterina,Barzini,49,16486,606819,colera
Annunziata,Duse,91,16569,587730,malaria
Angelica,Gravina,64,16853,76733,tubercolosi
Licia,Pincherle,85,16607,247891,polmonite
Fausto,Montanariello,95,16735,708918,covid-19
Anita,Bajamonti,54,16552,195905,malaria
Mercedes,Caboto,60,16525,79330,niente
Mariana,Parpinel,85,16204,701158,niente
Carla,Ariosto,59,16037,561370,tubercolosi
Elladio,Giacconi,24,16365,132242,tifo
Giuliano,Giacconi,61,16319,479072,polmonite
Filippo,Bresciani,53,16724,639539,influenza
Licia,Verri,5,16587,314717,polmonite
Lorenzo,Cerutti,50,16678,509874,polmonite
Rolando,Filangieri,6,16142,365034,tifo
Iolanda,Conti,53,16429,781077,ebola
Amico,Papafava,50,16187,844031,polmonite
Temistocle,Martucci,78,16610,330409,tifo
Micheletto,Binaghi,24,16036,370706,covid-19
Giorgio,Manacorda,25,16053,500990,malaria
Fabia,Cheda,48,16586,138081,ebola
Daria,Alfieri,21,16408,725009,covid-19
Raffaello,Manolesso,3,16278,921112,colera
Liliana,Gangemi,57,16072,333142,tubercolosi
Pasqual,Scarlatti,8,16634,434269,niente
Pomponio,Gargallo,76,16310,86930,influenza
Romolo,Bompiani,61,16235,12696,niente
Eraldo,Battaglia,63,16189,366262,colera
Marco,Galtarossa,94,16339,762647,niente
Gabriele,Montanari,58,16933,612760,malaria
Gianpietro,Sinisi,86,16904,860271,influenza
Angelina,Babbo,97,16630,374709,covid-19
Puccio,Andreozzi,2,16519,272160,ebola
Imelda,Porzio,83,16350,841321,influenza
Luisa,Trezzini,30,16105,583805,niente
Gianmarco,Monti,29,16870,829490,ebola
Beatrice,Turati,20,16429,815391,niente
Micheletto,Serraglio,30,16200,431760,covid-19
Paoletta,Iacobucci,15,16518,342478,tubercolosi
Alessia,Balla,10,16233,228945,polmonite
Giuliana,Battelli,11,16688,181222,colera
Livia,Fogazzaro,41,16986,635511,tifo
Lina,Vergassola,90,16988,884214,tubercolosi
Antonino,Gagliardi,43,16544,319034,malaria
Michelotto,Babbo,37,16938,142234,tubercolosi
Cipriano,Busoni,69,16731,819555,covid-19
Alfio,Tomaselli,91,16190,106910,tubercolosi
Matilda,Serao,39,16689,570315,tifo
Mirco,Peranda,2,16178,104993,colera
Mariano,Castelli,52,16323,461249,influenza
Rossana,Redi,3,16763,368228,tubercolosi
Patrizia,Niggli,23,16040,559144,ebola
Carla,Benussi,11,16703,622905,niente
Corrado,Aloisio,65,16513,119273,covid-19
Liliana,Antonini,73,16560,376982,influenza
Valeria,Sonnino,87,16039,189313,colera
Lidia,Maccanelli,49,16199,763499,ebola
Aldo,Telesio,26,16676,687043,ebola
Serafina,Moneta,86,16522,853572,niente
Renzo,Cavalcanti,41,16376,717719,influenza
Isabella,Gargallo,54,16408,262669,tubercolosi
Antonello,Mortati,3,16999,537073,ebola
Renzo,Persico,63,16447,581992,ebola
Caterina,Pertile,52,16412,646840,tifo
Natalia,Tarchetti,84,16796,95168,malaria
Rita,Maderna,12,16374,376291,covid-19
Lamberto,Nibali,16,16095,160348,tifo
Pellegrino,Meucci,32,16984,920766,colera
Ermanno,Cafarchia,28,16358,674639,malaria
Arsenio,Comencini,40,16488,387813,colera
Veronica,Cipolla,22,16744,477504,malaria
Gelsomina,Treves,27,16432,190314,influenza
Gianna,Ferrazzi,37,16763,703385,tifo
Fulvio,Trezzini,37,16219,636051,tifo
Giuseppe,Bernetti,43,16496,429911,covid-19
Paulina,Iadanza,56,16766,928517,influenza
Giuliano,Boito,57,16192,431465,colera
Ugolino,Munari,64,16332,253114,influenza
Massimiliano,Querini,99,16647,955272,influenza
Sandra,Pirelli,32,16027,646152,covid-19
Rolando,Carriera,55,16018,712659,malaria
Michelotto,Armellini,54,16439,426523,malaria
Livio,Mascagni,20,16845,836924,tifo
Marcantonio,Guglielmi,23,16384,334351,tubercolosi
Dina,Vigorelli,70,16392,731714,colera
Benvenuto,Ricciardi,68,16894,9825,tifo
Donato,Guariento,82,16428,194943,ebola
Patrizia,Alboni,98,16720,570590,tifo
Umberto,Ortolani,31,16642,190669,niente
Gianluigi,Orsini,90,16975,327118,malaria
Roman,Camilleri,5,16036,534967,covid-19
Pasquale,Togliatti,96,16892,242297,tubercolosi
Greca,Treccani,64,16871,357040,malaria
Michele,Golgi,74,16926,275511,colera
Stefani,Giovine,14,16496,927859,influenza
Pompeo,Argento,78,16598,801083,polmonite
Flavia,Valentino,9,16240,109079,niente
Guarino,Porcellato,83,16212,379701,malaria
Pierangelo,Carocci,65,16351,556278,influenza
Leonardo,Parini,2,16300,887181,covid-19
Guido,Doria,75,16913,316839,influenza
Antonietta,Gozzano,28,16372,84308,influenza
Maurilio,Gabba,21,16918,118569,covid-19
Bruno,Udinesi,5,16915,208594,polmonite
Arturo,Emo,98,16267,117426,niente
Ubaldo,Cianciolo,86,16476,682220,covid-19
Gelsomina,Armellini,53,16256,135730,tubercolosi
Dionigi,Berengario,95,16000,737561,polmonite
Giancarlo,Comisso,61,16235,986396,tifo
Sole,Tremonti,95,16252,854662,covid-19
Sante,Pizzo,40,16559,162871,influenza
Hugo,Columbo,32,16337,287510,colera
Coriolano,Cammarata,22,16971,500209,niente
Michelotto,Troisi,13,16734,148656,tifo
Carolina,Gotti,16,16334,775677,ebola
Claudia,Morgagni,99,16429,346564,tifo
Pierluigi,Sbarbaro,30,16264,226235,tubercolosi
Marina,Giulietti,37,16809,73184,ebola
Marco,Sandi,21,16896,116451,ebola
Santino,Taccola,29,16999,158684,ebola
Antonia,Saffi,79,16544,693113,polmonite
Monica,Borroni,72,16191,148142,malaria
Viridiana,Tassoni,87,16802,118986,malaria
Tatiana,Vattimo,79,16644,305233,malaria
Pierpaolo,Carli,42,16811,666037,niente
Giuliana,Ferragni,17,16764,448810,colera
Alina,Naccari,81,16487,565848,tifo
Geronimo,Caboto,54,16867,283489,covid-19
Maria,Bocca,89,16668,675274,polmonite
Luigina,Pedersoli,44,16919,490637,tifo
Enzio,Ferraris,86,16999,559846,influenza
Ermanno,Orengo,71,16187,487790,tifo
Antonina,Collina,98,16862,70410,polmonite
Dante,Sonnino,43,16123,424325,ebola
Giorgia,Gangemi,79,16588,875205,polmonite
Cassandra,Pinamonte,96,16940,192693,niente
Bruno,Vidoni,30,16680,913394,niente
Lisa,Geraci,94,16348,20585,colera
Rosario,Galilei,72,16696,401720,niente
Camilla,Moretti,43,16313,9648,ebola
Gelsomina,Nicolini,12,16208,875625,malaria
Stefania,Campanella,97,16782,94320,malaria
Giulio,Tencalla,45,16419,755759,tubercolosi
Greco,Barberini,23,16683,560608,malaria
Annunziata,Poerio,4,16632,629983,niente
Giorgio,Riccardi,57,16383,222185,tifo
Severino,Segni,53,16061,818269,niente
Costanzo,Renault,40,16287,29474,ebola
Giuliano,Bruscantini,12,16741,972003,malaria
Rosina,Micca,75,16776,763763,polmonite
Donato,Prada,43,16776,695673,malaria
Gaetano,Ossola,55,16135,131520,polmonite
Alderano,Fattori,4,16216,127897,covid-19
Ettore,Gagliardi,61,16271,25041,polmonite
Roberta,Martinelli,95,16424,446614,colera
Matilda,Mattarella,96,16750,750976,tubercolosi
Paola,Napolitano,3,16423,104615,influenza
Melissa,Interiano,60,16484,646651,polmonite
Agnolo,Saffi,55,16861,713950,polmonite
Beatrice,Fracci,86,16336,502598,ebola
Nicoletta,Sabbatini,73,16888,253888,covid-19
Gianpaolo,Galuppi,82,16988,674968,ebola
Letizia,Boccioni,84,16318,845642,colera
Biagio,Branciforte,70,16020,208206,colera
Bartolomeo,Parri,69,16308,325314,tifo
Beppe,Saraceno,73,16749,142088,polmonite
Ermes,Frescobaldi,98,16546,73220,malaria
Ettore,Scalera,11,16321,493519,covid-19
Giustino,Morlacchi,52,16601,682245,polmonite
Alessandra,Pedrazzini,88,16319,804627,covid-19
Alfredo,Lombroso,22,16214,258805,niente
Gianni,Ceravolo,35,16887,418815,ebola
Giovanni,Nosiglia,82,16903,633045,polmonite
Elmo,Vitturi,81,16966,108578,niente
Rossana,Ferrante,71,16780,803220,colera
Tonia,Binaghi,37,16071,851026,influenza
Daria,Marrone,18,16446,983628,colera
Fabia,Crispi,85,16885,526184,niente
Carlo,Tartaglia,79,16299,275773,ebola
Giancarlo,Missoni,9,16079,216614,tubercolosi
Michele,Broschi,2,16779,796083,malaria
Priscilla,Tropea,69,16049,496850,covid-19
Emilio,Bernetti,58,16570,150823,malaria
Emilio,Montesano,13,16343,98603,niente
Osvaldo,Trebbi,43,16413,883999,influenza
Evangelista,Stucchi,69,16220,913056,polmonite
Gianfranco,Paganini,32,16987,426825,niente
Ottavio,Rienzo,56,16808,757732,tubercolosi
Giuliana,Giorgetti,75,16063,703938,polmonite
Etta,Condoleo,4,16573,317720,influenza
Ludovico,Matteotti,87,16179,857478,colera
Lidia,Maccanelli,26,16262,472881,tubercolosi
Gemma,Nugnes,25,16534,973905,covid-19
Victoria,Martinelli,35,16519,844488,polmonite
Tonia,Maffei,95,16587,857373,tifo
Adamo,Veneziano,99,16397,375583,covid-19
Galasso,Altera,25,16203,720323,colera
Benedetto,Iacovelli,88,16701,145241,ebola
Aurora,Goldoni,31,16752,725235,tifo
Flora,Mercantini,23,16660,624335,niente
Gianni,Brancaccio,61,16482,860511,polmonite
Pellegrino,Beccheria,59,16086,847322,tifo
Damiano,Luria,97,16472,695439,tubercolosi
Adele,Rismondo,86,16610,685439,covid-19
Enzio,Troisi,35,16155,287900,colera
Vittoria,Scarpetta,25,16633,647544,niente
Gioele,Morgagni,58,16267,953129,tubercolosi
Romolo,Argentero,60,16107,748711,polmonite
Agostino,Musatti,21,16072,282648,colera
Fedele,Dalla,94,16100,633841,polmonite
Luciana,Nicolucci,59,16332,394588,niente
Barbara,Monteverdi,61,16005,44004,malaria
Cassandra,Basso,5,16357,468556,covid-19
