name,surname,age,zip,bank,disease
Sandro,Fibonacci,10,16900,508845,colera
Napoleone,Pennetta,10,16600,527009,covid-19
Bernardo,Ludovisi,70,16000,862509,influenza
Augusto,Zabarella,50,16000,426377,polmonite
Cristina,Passalacqua,0,16000,209278,ebola
Lazzaro,Farinelli,40,16300,641356,tubercolosi
Leonardo,Paltrinieri,60,16500,451879,tubercolosi
Patrizia,Gigli,70,16500,753380,influenza
Napoleone,Telesio,40,16000,605826,tubercolosi
Claudio,Curci,30,16500,598300,malaria
Giuliana,Bongiorno,10,16800,666157,covid-19
Ubaldo,Montesano,0,16000,496419,niente
Angelina,Pietrangeli,20,16000,913482,ebola
Cesare,Odescalchi,40,16700,131061,colera
Paride,Lucarelli,40,16700,271318,ebola
Luciana,Giorgetti,0,16300,885423,colera
Lucrezia,Cristoforetti,70,16700,163760,polmonite
Tatiana,Liguori,20,16200,102228,ebola
Alberico,Maggioli,10,16000,411853,colera
Ugolino,Spinola,40,16600,390628,influenza
Giada,Lippomano,20,10000,99623,tubercolosi
Germana,Bacosi,60,16400,457088,ebola
Silvestro,Soprano,10,16000,773016,polmonite
Marta,Musatti,10,16600,895779,covid-19
Romolo,Guglielmi,90,16000,352253,colera
Pier,Babbo,90,16000,304634,influenza
Veronica,Meucci,30,16000,834668,niente
Giuseppina,Gentili,70,16000,546525,polmonite
Michele,Anichini,20,16500,592328,influenza
Bernardo,Bossi,60,16400,275390,ebola
Annunziata,Napolitano,0,16000,730202,influenza
Rembrandt,Filippini,70,16900,638240,colera
Elena,Angeli,90,16000,778717,tifo
Ippazio,Tartaglia,60,16800,553401,polmonite
Salvatore,Leoncavallo,20,16000,111754,niente
Agnolo,Bettin,40,16000,286595,malaria
Adelasia,Ferrari,20,16500,240158,niente
Maura,Zichichi,20,16000,752368,ebola
Milena,Orsini,20,16900,426441,covid-19
Tonino,Piazzi,40,16700,268557,malaria
Marco,Pizzamano,40,16900,221473,colera
Mariana,Cherubini,30,16300,205294,malaria
Pierangelo,Bosurgi,0,16500,251873,tubercolosi
Giosuè,Maderno,80,16000,465657,polmonite
Mattia,Respighi,40,16000,16405,tifo
Romolo,Antelami,20,16700,663394,tifo
Gilberto,Interiano,20,16000,658230,influenza
Sonia,Pincherle,80,16300,285715,malaria
Viridiana,Traetta,30,16700,470509,colera
Silvia,Roero,90,16000,239459,tifo
Ugolino,Nibali,40,16900,255586,covid-19
Angelina,Borroni,90,16900,447187,tubercolosi
Telemaco,Muti,50,16200,818900,influenza
Pierluigi,Salieri,70,16200,497617,colera
Annetta,Ferrante,70,16200,160660,covid-19
Sante,Longhena,0,16300,772039,malaria
Ansaldo,Lopresti,0,16700,349651,polmonite
Rossana,Pepe,80,16900,863726,tifo
Massimiliano,Broggini,80,16000,159743,colera
Gianpietro,Panzera,50,16200,725582,ebola
Rita,Broggini,40,10000,994864,covid-19
Gianmarco,Gussoni,90,16000,435110,tifo
Silvestro,Fanucci,70,16300,702796,colera
Tina,Pisacane,40,16300,404644,polmonite
Ermenegildo,Serraglio,70,16000,607879,ebola
Mario,Burcardo,10,16000,734634,polmonite
Roberta,Mascheroni,30,16200,50927,colera
Riccardo,Migliaccio,70,16000,296769,niente
Paride,Pezzali,50,16500,896516,malaria
Enrico,Sobrero,70,16000,563030,colera
Napoleone,Marazzi,0,16000,968803,influenza
Jacopo,Ricci,40,16600,605671,polmonite
Pellegrino,Zarlino,60,16500,545226,influenza
Ferdinando,Beccaria,60,16400,930746,tifo
Sandro,Paruta,10,16100,180413,colera
Carlo,Donà,30,16300,999479,colera
Giustino,Calgari,0,16300,990247,covid-19
Eraldo,Moneta,70,16300,283342,tubercolosi
Fiorenzo,Toldo,50,16900,30974,influenza
Letizia,Sollima,70,16000,112770,malaria
Alina,Dossi,80,16000,791845,influenza
Caterina,Ricciardi,30,16300,515665,ebola
Erika,Camilleri,10,16600,792595,influenza
Guglielmo,Manunta,30,16300,368082,tubercolosi
Evangelista,Gagliardi,50,16000,856303,tubercolosi
Emma,Pezzali,0,16400,254324,tifo
Virgilio,Torlonia,20,16500,119083,niente
Oreste,Ferraris,40,16300,188558,malaria
Graziano,Panicucci,40,16700,986735,colera
Giovanna,Sorrentino,60,16600,617197,tifo
Temistocle,Muratori,10,16500,396415,polmonite
Antonio,Vidoni,0,16000,497744,tubercolosi
Marco,Bottaro,60,16700,305226,influenza
Durante,Odescalchi,90,16800,562231,tifo
Massimo,Mazzacurati,40,10000,121992,colera
Morena,Sismondi,20,16700,320549,tifo
Carmelo,Trotta,10,16500,967214,colera
Pina,Combi,90,16400,929462,covid-19
Angelo,Burcardo,70,16000,172732,ebola
Rolando,Zoppetto,0,16200,653338,covid-19
Maurilio,Polani,0,16700,746972,influenza
Vincentio,Cassarà,70,16700,562641,polmonite
Biagio,Maglio,40,16800,824521,colera
Beppe,Tolentino,20,16300,557405,colera
Luisa,Sbarbaro,10,16200,287247,influenza
Gino,Abatantuono,10,16900,53997,niente
Agostino,Soffici,40,16500,578024,colera
Paolo,Filogamo,70,16200,747487,influenza
Pier,Mimun,60,16700,970484,ebola
Susanna,Carullo,40,16000,733720,niente
Dionigi,Curiel,50,16100,164488,polmonite
Temistocle,Stradivari,60,16500,56195,influenza
Ettore,Giusti,20,16100,542866,niente
Emma,Morgagni,60,16800,476627,malaria
Imelda,Zacchia,10,16300,324630,colera
Veronica,Mastroianni,40,16900,90673,influenza
Riccardo,Palmisano,90,16700,13920,influenza
Alberico,Fornaciari,30,16900,255795,malaria
Leone,Dulbecco,90,16900,121072,niente
Ramona,Leblanc,30,16200,622003,tifo
Morena,Querini,70,16700,42350,polmonite
Annunziata,Giannone,80,16000,512701,niente
Lamberto,Pacelli,40,16000,210514,tifo
Giuseppina,Donarelli,0,16000,46319,influenza
Liberto,Lollobrigida,70,16400,633500,polmonite
Torquato,Fusani,0,16000,700503,polmonite
Silvio,Dossetti,80,16600,751646,colera
Barbara,Legnante,50,16500,188608,malaria
Micheletto,Cavanna,20,16900,466453,niente
Ubaldo,Venditti,60,16100,546021,malaria
Arnulfo,Bazzi,40,16900,331360,malaria
Germana,Ferrucci,80,16000,954123,colera
Cipriano,Pacelli,70,16200,329117,tifo
Giancarlo,Antonini,0,16300,910713,ebola
Gianna,Biagiotti,30,16100,115174,polmonite
Fiamma,Rienzo,60,16200,45732,colera
Leonardo,Turchetta,40,10000,63554,malaria
Valerio,Ajello,0,16700,518214,tubercolosi
Michele,Nibali,60,16000,657533,polmonite
Nadia,Trentini,10,16300,427139,ebola
Raffaele,Bombieri,70,16900,318579,colera
Marina,Vianello,40,16100,684323,colera
Diana,Ossani,0,16000,594272,niente
Ramona,Cammarata,30,16300,521658,polmonite
Silvia,Pozzecco,70,16000,873926,covid-19
Lisa,Filippelli,40,16800,914032,tifo
Melissa,Chinnici,20,16300,469878,polmonite
Rosaria,Cainero,50,16200,679576,tubercolosi
Orazio,Casini,10,16000,360254,colera
Sylvia,Leonetti,30,16000,779931,malaria
Fedele,Alfonsi,30,16000,693216,malaria
Imelda,Palmisano,80,16100,114798,niente
Renzo,Botta,10,16600,811880,polmonite
Marcella,Lucciano,50,16800,237640,covid-19
Silvio,Ammaniti,20,16300,316056,influenza
Ronaldo,Mondadori,40,16800,50521,influenza
Stefani,Tolentino,70,16400,609869,polmonite
Greca,Cristoforetti,20,16300,214273,polmonite
Raffaella,Ortese,10,16600,111308,tifo
Massimiliano,Bocca,40,16100,80290,colera
Carlo,Toselli,70,16600,796302,tifo
Aldo,Capuana,80,16300,724111,polmonite
Teresa,Sanudo,50,16200,763017,ebola
Orazio,Oliboni,30,16500,561307,malaria
Iolanda,Cendron,70,16000,62034,niente
Letizia,Antonucci,10,16100,619325,covid-19
Santino,Moneta,60,16200,236013,niente
Luigina,Missoni,90,16800,121720,influenza
Mercedes,Zoppetti,20,16600,38232,ebola
Marissa,Musatti,30,10000,582096,influenza
Camilla,Vergerio,50,16200,157590,polmonite
Gabriele,Rosselli,40,16100,853267,polmonite
Durante,Rismondo,20,16000,245918,tubercolosi
Lara,Dulbecco,90,16000,358480,niente
Torquato,Montanariello,20,16800,202492,influenza
Annunziata,Soranzo,60,16600,358567,tifo
Adriano,Scandone,60,16100,91540,covid-19
Massimo,Nitti,10,16000,922241,colera
Pina,Foscari,40,16700,891359,covid-19
Anita,Trupiano,80,10000,535819,niente
Fabrizia,Civaschi,50,16100,124004,tubercolosi
Irma,Gentili,10,16600,139057,tifo
Carlo,Luciani,10,16300,851610,tubercolosi
Gianni,Leoncavallo,90,16400,443911,influenza
Alfredo,Onisto,80,16600,752779,tifo
Sylvia,Simeoni,60,16000,253261,ebola
Maurilio,Donatoni,0,16700,891315,influenza
Ricciotti,Busoni,10,16800,207747,influenza
Antonina,Tamborini,20,16400,659770,malaria
Caterina,Barzini,40,16400,606819,colera
Annunziata,Duse,90,16500,587730,malaria
Angelica,Gravina,60,16800,76733,tubercolosi
Licia,Pincherle,80,16000,247891,polmonite
Fausto,Montanariello,90,16700,708918,covid-19
Anita,Bajamonti,50,16500,195905,malaria
Mercedes,Caboto,40,16500,79330,niente
Mariana,Parpinel,80,16000,701158,niente
Carla,Ariosto,50,16000,561370,tubercolosi
Elladio,Giacconi,20,16300,132242,tifo
Giuliano,Giacconi,60,16300,479072,polmonite
Filippo,Bresciani,50,16700,639539,influenza
Licia,Verri,0,16500,314717,polmonite
Lorenzo,Cerutti,40,16600,509874,polmonite
Rolando,Filangieri,0,16100,365034,tifo
Iolanda,Conti,50,16400,781077,ebola
Amico,Papafava,40,16100,844031,polmonite
Temistocle,Martucci,70,16000,330409,tifo
Micheletto,Binaghi,20,16000,370706,covid-19
Giorgio,Manacorda,20,16000,500990,malaria
Fabia,Cheda,40,16500,138081,ebola
Daria,Alfieri,20,16000,725009,covid-19
Raffaello,Manolesso,0,16200,921112,colera
Liliana,Gangemi,50,16000,333142,tubercolosi
Pasqual,Scarlatti,0,16600,434269,niente
Pomponio,Gargallo,70,16000,86930,influenza
Romolo,Bompiani,60,16200,12696,niente
Eraldo,Battaglia,60,16100,366262,colera
Marco,Galtarossa,90,16300,762647,niente
Gabriele,Montanari,50,16900,612760,malaria
Gianpietro,Sinisi,80,16000,860271,influenza
Angelina,Babbo,90,16000,374709,covid-19
Puccio,Andreozzi,0,16500,272160,ebola
Imelda,Porzio,80,16000,841321,influenza
Luisa,Trezzini,20,16000,583805,niente
Gianmarco,Monti,20,16000,829490,ebola
Beatrice,Turati,0,16400,815391,niente
Micheletto,Serraglio,20,10000,431760,covid-19
Paoletta,Iacobucci,10,16500,342478,tubercolosi
Alessia,Balla,0,16200,228945,polmonite
Giuliana,Battelli,10,16600,181222,colera
Livia,Fogazzaro,40,16900,635511,tifo
Lina,Vergassola,80,16900,884214,tubercolosi
Antonino,Gagliardi,40,16500,319034,malaria
Michelotto,Babbo,30,16900,142234,tubercolosi
Cipriano,Busoni,60,16700,819555,covid-19
Alfio,Tomaselli,90,16000,106910,tubercolosi
Matilda,Serao,30,16600,570315,tifo
Mirco,Peranda,0,16100,104993,colera
Mariano,Castelli,50,16300,461249,influenza
Rossana,Redi,0,16700,368228,tubercolosi
Patrizia,Niggli,20,10000,559144,ebola
Carla,Benussi,10,16000,622905,niente
Corrado,Aloisio,60,16500,119273,covid-19
Liliana,Antonini,70,16000,376982,influenza
Valeria,Sonnino,80,16000,189313,colera
Lidia,Maccanelli,40,16100,763499,ebola
Aldo,Telesio,20,16600,687043,ebola
Serafina,Moneta,80,16500,853572,niente
Renzo,Cavalcanti,40,16300,717719,influenza
Isabella,Gargallo,50,16000,262669,tubercolosi
Antonello,Mortati,0,16900,537073,ebola
Renzo,Persico,60,16400,581992,ebola
Caterina,Pertile,50,16400,646840,tifo
Natalia,Tarchetti,80,16700,95168,malaria
Rita,Maderna,10,16300,376291,covid-19
Lamberto,Nibali,10,16000,160348,tifo
Pellegrino,Meucci,30,16900,920766,colera
Ermanno,Cafarchia,20,16300,674639,malaria
Arsenio,Comencini,0,16400,387813,colera
Veronica,Cipolla,20,16700,477504,malaria
Gelsomina,Treves,20,16400,190314,influenza
Gianna,Ferrazzi,30,16700,703385,tifo
Fulvio,Trezzini,30,16200,636051,tifo
Giuseppe,Bernetti,40,16400,429911,covid-19
Paulina,Iadanza,50,16700,928517,influenza
Giuliano,Boito,50,16100,431465,colera
Ugolino,Munari,60,16300,253114,influenza
Massimiliano,Querini,90,16600,955272,influenza
Sandra,Pirelli,30,16000,646152,covid-19
Rolando,Carriera,50,16000,712659,malaria
Michelotto,Armellini,50,16400,426523,malaria
Livio,Mascagni,0,16800,836924,tifo
Marcantonio,Guglielmi,20,16300,334351,tubercolosi
Dina,Vigorelli,60,16300,731714,colera
Benvenuto,Ricciardi,60,16800,9825,tifo
Donato,Guariento,80,16400,194943,ebola
Patrizia,Alboni,90,16000,570590,tifo
Umberto,Ortolani,30,16600,190669,niente
Gianluigi,Orsini,80,16900,327118,malaria
Roman,Camilleri,0,16000,534967,covid-19
Pasquale,Togliatti,90,16800,242297,tubercolosi
Greca,Treccani,60,16800,357040,malaria
Michele,Golgi,70,16900,275511,colera
Stefani,Giovine,10,16400,927859,influenza
Pompeo,Argento,70,16500,801083,polmonite
Flavia,Valentino,0,16000,109079,niente
Guarino,Porcellato,80,16200,379701,malaria
Pierangelo,Carocci,60,16300,556278,influenza
Leonardo,Parini,0,10000,887181,covid-19
Guido,Doria,70,16900,316839,influenza
Antonietta,Gozzano,20,16300,84308,influenza
Maurilio,Gabba,20,16900,118569,covid-19
Bruno,Udinesi,0,16900,208594,polmonite
Arturo,Emo,90,16200,117426,niente
Ubaldo,Cianciolo,80,16400,682220,covid-19
Gelsomina,Armellini,50,16200,135730,tubercolosi
Dionigi,Berengario,90,0,737561,polmonite
Giancarlo,Comisso,60,16200,986396,tifo
Sole,Tremonti,90,16200,854662,covid-19
Sante,Pizzo,0,16500,162871,influenza
Hugo,Columbo,30,16300,287510,colera
Coriolano,Cammarata,20,16900,500209,niente
Michelotto,Troisi,10,16700,148656,tifo
Carolina,Gotti,10,16300,775677,ebola
Claudia,Morgagni,90,16400,346564,tifo
Pierluigi,Sbarbaro,20,16200,226235,tubercolosi
Marina,Giulietti,30,16000,73184,ebola
Marco,Sandi,20,16800,116451,ebola
Santino,Taccola,20,16900,158684,ebola
Antonia,Saffi,70,16500,693113,polmonite
Monica,Borroni,70,16100,148142,malaria
Viridiana,Tassoni,80,16000,118986,malaria
Tatiana,Vattimo,70,16600,305233,malaria
Pierpaolo,Carli,40,16800,666037,niente
Giuliana,Ferragni,10,16700,448810,colera
Alina,Naccari,80,16400,565848,tifo
Geronimo,Caboto,50,16800,283489,covid-19
Maria,Bocca,80,16600,675274,polmonite
Luigina,Pedersoli,40,16900,490637,tifo
Enzio,Ferraris,80,16900,559846,influenza
Ermanno,Orengo,70,16100,487790,tifo
Antonina,Collina,90,16800,70410,polmonite
Dante,Sonnino,40,16100,424325,ebola
Giorgia,Gangemi,70,16500,875205,polmonite
Cassandra,Pinamonte,90,16000,192693,niente
Bruno,Vidoni,20,16000,913394,niente
Lisa,Geraci,90,16300,20585,colera
Rosario,Galilei,70,16600,401720,niente
Camilla,Moretti,40,16300,9648,ebola
Gelsomina,Nicolini,10,16000,875625,malaria
Stefania,Campanella,90,16700,94320,malaria
Giulio,Tencalla,40,16400,755759,tubercolosi
Greco,Barberini,20,16600,560608,malaria
Annunziata,Poerio,0,16600,629983,niente
Giorgio,Riccardi,50,16300,222185,tifo
Severino,Segni,50,16000,818269,niente
Costanzo,Renault,0,16200,29474,ebola
Giuliano,Bruscantini,10,16700,972003,malaria
Rosina,Micca,70,16700,763763,polmonite
Donato,Prada,40,16700,695673,malaria
Gaetano,Ossola,50,16100,131520,polmonite
Alderano,Fattori,0,16200,127897,covid-19
Ettore,Gagliardi,60,16200,25041,polmonite
Roberta,Martinelli,90,16400,446614,colera
Matilda,Mattarella,90,16000,750976,tubercolosi
Paola,Napolitano,0,16400,104615,influenza
Melissa,Interiano,40,16400,646651,polmonite
Agnolo,Saffi,50,16800,713950,polmonite
Beatrice,Fracci,80,16300,502598,ebola
Nicoletta,Sabbatini,70,16800,253888,covid-19
Gianpaolo,Galuppi,80,16900,674968,ebola
Letizia,Boccioni,80,16300,845642,colera
Biagio,Branciforte,60,10000,208206,colera
Bartolomeo,Parri,60,16000,325314,tifo
Beppe,Saraceno,70,16700,142088,polmonite
Ermes,Frescobaldi,90,16500,73220,malaria
Ettore,Scalera,10,16300,493519,covid-19
Giustino,Morlacchi,50,16000,682245,polmonite
Alessandra,Pedrazzini,80,16300,804627,covid-19
Alfredo,Lombroso,20,16200,258805,niente
Gianni,Ceravolo,30,16800,418815,ebola
Giovanni,Nosiglia,80,16000,633045,polmonite
Elmo,Vitturi,80,16900,108578,niente
Rossana,Ferrante,70,16000,803220,colera
Tonia,Binaghi,30,16000,851026,influenza
Daria,Marrone,10,16400,983628,colera
Fabia,Crispi,80,16800,526184,niente
Carlo,Tartaglia,70,16200,275773,ebola
Giancarlo,Missoni,0,16000,216614,tubercolosi
Michele,Broschi,0,16700,796083,malaria
Priscilla,Tropea,60,16000,496850,covid-19
Emilio,Bernetti,50,16000,150823,malaria
Emilio,Montesano,10,16300,98603,niente
Osvaldo,Trebbi,40,16400,883999,influenza
Evangelista,Stucchi,60,16000,913056,polmonite
Gianfranco,Paganini,30,16900,426825,niente
Ottavio,Rienzo,50,16000,757732,tubercolosi
Giuliana,Giorgetti,70,16000,703938,polmonite
Etta,Condoleo,0,16500,317720,influenza
Ludovico,Matteotti,80,16100,857478,colera
Lidia,Maccanelli,20,16200,472881,tubercolosi
Gemma,Nugnes,20,16500,973905,covid-19
Victoria,Martinelli,30,16500,844488,polmonite
Tonia,Maffei,90,16500,857373,tifo
Adamo,Veneziano,90,16300,375583,covid-19
Galasso,Altera,20,16000,720323,colera
Benedetto,Iacovelli,80,16000,145241,ebola
Aurora,Goldoni,30,16700,725235,tifo
Flora,Mercantini,20,16000,624335,niente
Gianni,Brancaccio,60,16400,860511,polmonite
Pellegrino,Beccheria,50,16000,847322,tifo
Damiano,Luria,90,16400,695439,tubercolosi
Adele,Rismondo,80,16000,685439,covid-19
Enzio,Troisi,30,16100,287900,colera
Vittoria,Scarpetta,20,16600,647544,niente
Gioele,Morgagni,50,16200,953129,tubercolosi
Romolo,Argentero,40,16000,748711,polmonite
Agostino,Musatti,20,16000,282648,colera
Fedele,Dalla,90,10000,633841,polmonite
Luciana,Nicolucci,50,16300,394588,niente
Barbara,Monteverdi,60,10000,44004,malaria
Cassandra,Basso,0,16300,468556,covid-19
